,basin,nse,bias,stdev,obs5,sim5,obs95,sim95,obs0,sim0,obsL,simL,obsH,simH,obsFDC,simFDC,obsBF,simBF,abs_nse,sqrt_nse,FHV,FLV,kge,FMM,bias_RR,log_stdev,r_coeff
0,01013500,0.7058089799627729,-0.11864495384519985,0.8046862510357417,0.23598741453382988,0.43898085056402103,6.332147889904208,4.907479615604383,0,5,147,8,90,65,-2.4068963419104827,-1.7310515726861926,0.7963719850919421,0.7622772557779035,0.5056518956763143,0.7125690225678825,-0.26551640949318966,1.269318040871095,0.7249448800197605,-0.24036877056724273,-0.11864495384519996,0.9574685021950026,0.8469273590090607
1,01022500,0.7824706385783412,-0.15146269665435064,0.7727309895120682,0.19983057537075055,0.3388287856886857,7.202226480580158,5.64749805897933,0,0,487,0,74,51,-3.0610266412340246,-2.737278496877341,0.674291834163336,0.7219579378128672,0.6397528205847236,0.8443877335301347,-0.298263271296627,0.8813433006872957,0.7101222115878795,-0.21167943321285046,-0.15146269665435066,0.8250698683904168,0.9028558771271744
2,01030500,0.7180293371225699,0.09493252169742016,0.9304589386281874,0.11929531914674296,0.41544238468487443,7.397641529146213,6.572983672819518,0,0,533,0,224,57,-3.5745870843011884,-2.3539704878279637,0.7027081615395716,0.7340900814397718,0.5605865036918009,0.7658777488188664,-0.19512087954641294,3.3671360063246993,0.812506433058043,0.14783069119899805,0.09493252169742013,0.6812509867217569,0.8540352962114857
3,01031500,0.7524431369304319,0.010022555658081777,0.9418980369129005,0.10147992006315709,0.1700087226220961,8.265858928449637,7.66258014323746,0,3,574,337,291,221,-3.4247591646864337,-3.30212537429128,0.6055002506977367,0.612355704646256,0.6362294671662991,0.8318655811320853,-0.20780071681412515,1.1961633896864055,0.857616602502865,0.01388754437773827,0.010022555658081737,0.9390534450090201,0.8703977540845331
4,01047000,0.7588852920935292,0.02232549616328533,0.9978353237173353,0.19543159804870847,0.2056103238937452,8.192062376201514,8.224215794947483,0,2,271,258,228,207,-2.9114848541186618,-3.379923732836191,0.6095401429757682,0.6100185111879027,0.654495790922296,0.847206633301015,-0.1547263826820171,0.26212200112853234,0.8772183122870801,0.02811463469307308,0.02232549616328522,1.069259392208231,0.879284511203875
5,01052500,0.7654790759239559,-0.004605140921856853,0.7897094974532948,0.2943899171198809,0.35014127570235626,8.62030887283448,7.762443960330528,0,1,120,104,205,98,-2.5272866079368295,-2.7557212027543105,0.6011269057665339,0.6547906531151495,0.6179798252718691,0.82560189771022,-0.3181149240244893,0.42762827661323954,0.7575973198345866,-0.0054048521457885175,-0.004605140921856918,0.9622423203953838,0.8795186463923993
6,01054200,0.7159837497560976,-0.019547282931939084,0.8431188906654683,0.2763132690110996,0.2680808462434372,10.328141213046054,10.166792406548376,0,1,194,220,234,211,-2.850167594464254,-3.2314481211707875,0.5728778205075779,0.5928095688025256,0.6122347649103924,0.8056966210524014,-0.30182271309159603,0.22507279021378412,0.779456781248937,-0.019100079076893036,-0.01954728293193921,1.0335095136841845,0.8462289604606099
7,01055000,0.7410235405285491,-0.09272155038112496,0.7965052386807935,0.1950531077715707,0.20790737857726174,8.728624192027453,7.936135179221724,0,1,267,207,246,201,-2.832930879238089,-3.083659698480412,0.578183167969738,0.6115799457964449,0.6502979987706645,0.8356648498353905,-0.3191660073351351,0.34851850927261024,0.7388932221772078,-0.11641187145157908,-0.09272155038112498,0.9728159934633875,0.8652062848810798
8,01057000,0.7463263189840623,0.09437843397213785,1.025067491127244,0.0912887669046547,0.24084420414642738,7.534540943907109,7.628201927533689,0,1,610,129,197,153,-3.047036148388413,-3.2546512486104593,0.6222132629877803,0.6388924507734918,0.6286458851596346,0.8398805129609821,-0.16086791948877982,1.7673373404489465,0.8440523166313203,0.13557910069545362,0.09437843397213778,0.8649629427926813,0.8784104772704064
9,01073000,0.8242378785542046,0.17153349870682325,0.9901673001519451,0.062481487372491484,0.27228330890760355,6.220810373375614,6.339859564490923,0,0,928,175,138,75,-3.4428795893838076,-2.9369610079000825,0.6194388081138175,0.6499600482041988,0.6035629041152407,0.8306632318047937,-0.05008956335774507,4.050123049178101,0.8085625946738839,0.2651161211230967,0.17153349870682327,0.69769952629416,0.9155733632489725
10,01078000,0.7881571026826724,-0.03839919093058342,0.86582451022037,0.14318665375801087,0.26756638463043736,6.762816983550806,5.483923699407428,0,0,507,4,149,84,-2.8556457298943503,-2.7463201503492005,0.6312544441214634,0.6811303829943988,0.6391203699424586,0.845804281837199,-0.26153121717628725,1.2077475225543026,0.821341579770853,-0.06641503001217934,-0.03839919093058327,0.8207001812945275,0.8884595535375285
11,01118300,0.8425342346232373,-0.06291612539441901,0.859294900899395,0.06817396385798236,0.32744132133101944,6.817395195100765,5.838565718966599,0,0,986,67,70,45,-3.7090252000439015,-2.654349038977942,0.6568266025888818,0.7085542366965938,0.6455088698156646,0.8498039129459125,-0.22231983482522266,4.681736583691872,0.8268265246386639,-0.08050162787872032,-0.062916125394419,0.6177154675587798,0.9210526199220902
12,01121000,0.8150675799843053,-0.10250980651457069,0.8889999836242323,0.05947754484760526,0.14888375335533435,5.7709737284510485,5.4544883247658165,0,0,858,477,105,119,-3.2724851183906187,-3.430383779158845,0.6328328340460854,0.6425075232039188,0.6197147153609903,0.833139182302379,-0.239116660225916,1.9684024147983772,0.8217225632546773,-0.17558908135895837,-0.1025098065145704,0.8071771002591934,0.9053766393251269
13,01123000,0.7665166003563638,-0.13046562401495887,0.9081030188466935,0.21420726498724707,0.18738209604583503,5.060646637531292,4.71116605229167,0,0,267,95,78,97,-2.8053619950274298,-3.388273789923391,0.680707649852354,0.6756567402255018,0.6043784981441317,0.8078575062642013,-0.25048277189563145,-0.017076363965804007,0.8007586976261098,-0.2507962037618123,-0.13046562401495893,1.0519598266880417,0.8807072408863801
14,01134500,0.7359609331402732,-0.054378928589845,0.8197177725366993,0.2513383061507559,0.34461037589524923,7.238543400391274,6.228582602086017,0,2,216,56,125,61,-2.530658698850601,-2.461994158028664,0.6118858571367842,0.6667429312511043,0.5757954347100303,0.7850203048415316,-0.29981580069206387,0.552844051466533,0.7652113392176397,-0.07568954125743976,-0.05437892858984481,0.937677348863898,0.8597610402981202
15,01137500,0.7836868080254414,0.007799094146739028,0.9564555473682864,0.5108135794371348,0.43662091399841657,8.007959866256606,8.063170083118079,0,2,40,39,111,70,-2.3654740962275995,-2.571613963703287,0.6582117126354505,0.6563867215042798,0.605287331586811,0.8238275438744809,-0.1887437350234025,0.14802969138098898,0.8795149534822084,0.008390577748149948,0.0077990941467392,1.1248302281000833,0.8879299272334975
16,01139000,0.6598910927750963,-0.019019042973859795,0.917674497285498,0.2785155066953946,0.3207589534293585,5.147735457224617,4.863225093619911,0,1,126,2,53,33,-2.3307063862012107,-2.403553449593477,0.6930281821155357,0.7086066820412826,0.5499305827087669,0.7654112081333262,-0.3004172750093862,0.4216449294447477,0.7998343773110537,-0.03676119255927074,-0.019019042973859823,0.9741276725494932,0.8185418392201205
17,01139800,0.5215040246284235,-0.12633689609297255,0.8803893352093994,0.25341643812617076,0.29389743689141196,5.385098980707054,4.740662693966725,0,1,213,5,28,32,-2.4395912000079885,-2.4537143270873947,0.759612775422436,0.7137819545659033,0.42800986408028396,0.6244337719960843,-0.35887662361685996,0.46992442949834273,0.6913802670508604,-0.22973062158945123,-0.12633689609297252,0.9544373590777768,0.7450913553456017
18,01142500,0.7117984411509461,0.00013497580093645606,0.956757987376808,0.21178010427096441,0.2700883461434466,5.701177248104458,6.064513375118084,0,1,279,80,72,67,-2.3336614507389046,-2.573704740625398,0.7149209600168933,0.6725040550846821,0.5577816173981713,0.7751488314142115,-0.19960851541805635,0.5763696350325558,0.8442407393434985,0.00021966037915346228,0.0001349758009363832,0.9967015585665819,0.8503635826207777
19,01144000,0.811618888188758,-0.06933656642893728,0.8793462298540156,0.2565967718104649,0.27193799053803114,6.272821569675551,5.943525069432269,0,1,213,69,68,61,-2.4750339484375217,-2.672950137985117,0.6963992217476825,0.6794842871174607,0.663373543280059,0.8619904092420614,-0.22789335696967047,0.2462530752572863,0.8303933954048308,-0.10776786010520567,-0.06933656642893729,1.0149161544925611,0.9030386230104606
20,01162500,0.7610608155375111,-0.15824698940708964,0.6957469089299348,0.08281205372295863,0.3000549573809443,6.396016201475138,4.572095017160705,0,0,810,0,97,37,-3.0012081637962242,-2.480098047290805,0.6543646032084611,0.7188855427767887,0.6151162256911278,0.8292469426771664,-0.3638194555980682,3.00266260602271,0.6443457023174377,-0.2850371711224509,-0.1582469894070896,0.6460206302526591,0.9057772512713639
