,basin,nse,bias,stdev,obs5,sim5,obs95,sim95,obs0,sim0,obsL,simL,obsH,simH,obsFDC,simFDC,obsBF,simBF,abs_nse,sqrt_nse,FHV,FLV,kge,FMM,bias_RR,log_stdev
0,01013500,0.6873782698295499,-0.06398964495895916,0.9080750174417251,0.23598741453382988,0.42459388316502755,6.332147889904208,5.492399850902635,0,0,147,0,90,97,-2.4068963419104827,-1.7981910004495536,0.7963719850919421,0.7338213074841098,0.4952507145119164,0.6926108196304277,-0.20430349007583706,1.2815736896197805,0.7998067622370874,-0.12585864610596945,-0.06398964495895931,0.8022837303753104
1,01022500,0.751552444525067,-0.19936118095714128,0.7693357674812806,0.19983057537075055,0.34385137542996275,7.202226480580158,5.484731188538635,0,0,487,2,74,71,-3.0610266412340246,-2.421250610595538,0.674291834163336,0.710722315133715,0.5865866510697922,0.8019697935847936,-0.2831604161856355,0.9783948749488791,0.6761683550128255,-0.28656590340415566,-0.19936118095714142,0.7963197956045412
2,01030500,0.7298727875123323,-0.050090894318607644,0.8788199256870606,0.11929531914674296,0.3491943208972486,7.397641529146213,6.2343806972338855,0,1,533,4,224,130,-3.5745870843011884,-2.2203118783674665,0.7027081615395716,0.7129773830585694,0.5675589644202728,0.7641368910926385,-0.1967719754946291,2.560538091514596,0.8049037438673476,-0.08376489938250942,-0.05009089431860748,0.7305787623665755
3,01031500,0.7867764875135155,-0.0982527151101821,0.758873280679746,0.10147992006315709,0.31135746125702307,8.265858928449637,6.569998309155271,0,0,574,6,291,183,-3.4247591646864337,-2.3933324919603707,0.6055002506977367,0.6661388816225611,0.6342820923566957,0.830959280025582,-0.3334836880862648,2.5007824692896725,0.7211359771461319,-0.14402003970504706,-0.09825271511018209,0.7100248990854433
4,01047000,0.7965608595691779,-0.05513012436607268,0.7925009512594638,0.19543159804870847,0.4111945118287823,8.192062376201514,6.910934011916995,0,0,271,2,228,142,-2.9114848541186618,-2.3983356352664353,0.6095401429757682,0.678065188607209,0.6543820716070194,0.8533571654120522,-0.31244699156634576,1.3053612220109292,0.7629814333834453,-0.07220703692494897,-0.055130124366072744,0.7849354215216647
5,01052500,0.7542925638742544,-0.010308864977081594,0.7563764433508581,0.2943899171198809,0.48404668006764084,8.62030887283448,7.607868768784058,0,0,120,1,205,88,-2.5272866079368295,-2.2945538801171748,0.6011269057665339,0.66530774504817,0.5951642338448199,0.8006002794778297,-0.33609054446910286,0.9419833154828805,0.7268195592621813,-0.012133833851183704,-0.010308864977081608,0.8182575437196775
6,01054200,0.648976725069124,-0.04154944454119261,0.6502530819439272,0.2763132690110996,0.5689665690050136,10.328141213046054,8.551044374398545,0,0,194,0,234,86,-2.850167594464254,-2.3436308791459037,0.5728778205075779,0.6664231289150524,0.5668251563993458,0.7665156607660102,-0.4746856809299856,1.4564135321991798,0.6065029782290312,-0.04105980877796453,-0.041549444541192505,0.7566732952089918
7,01055000,0.6969446993001615,-0.04695224926239084,0.7434212990737535,0.1950531077715707,0.4385049670909983,8.728624192027453,7.61375865646547,0,0,267,0,246,152,-2.832930879238089,-2.5124924979060634,0.578183167969738,0.6684693225342152,0.6034117882494225,0.796969037018517,-0.3802979743317499,1.516132004810397,0.6944894112127024,-0.0575327894046197,-0.046952249262390736,0.7696601972037191
8,01057000,0.7916839859283284,0.10828917241587262,0.8812615741088112,0.0912887669046547,0.40603114941236834,7.534540943907109,6.865590228616108,0,0,610,3,197,73,-3.047036148388413,-2.4162422435025275,0.6222132629877803,0.6937007373905361,0.5951436206369258,0.8142529290641548,-0.23405365135016623,3.5314038620048738,0.8067254298191568,0.15456748039703225,0.10828917241587252,0.6849093947930531
9,01073000,0.8131000375229749,-0.05737516515790409,0.8911847312773957,0.062481487372491484,0.2935112450284409,6.220810373375614,4.90677323004036,0,0,928,4,138,94,-3.4428795893838076,-2.418279514801914,0.6194388081138175,0.6614393553445606,0.6429941433170956,0.8479763650139686,-0.16359827539080404,4.437621655722832,0.8429169283002321,-0.09894852411060599,-0.057375165157904126,0.6265213331071185
