"d","id"
1.84828477928302,5.17214308047313
2.13126268419015,5.19329670496648
2.32747107183632,4.80793906418408
2.46486518740051,4.7668679338562
2.57473964099776,4.97252815873235
2.67002822367376,5.09680111080454
2.75033774743844,5.19001542995031
2.82542125035287,5.0093795413882
2.89437830837603,4.9072193052702
2.95871230409089,4.86550354877058
3.01646513139975,4.76756104165155
3.07013687522837,4.74445823745096
3.12175444313068,4.67937473851877
3.17028023018033,4.63270517355153
3.21576455696499,4.62359159193723
3.26078090491527,4.59004302043638
3.30191850757993,4.56408629215841
3.34279010436261,4.53036614704565
3.38062853439224,4.49910716924015
3.41727254977315,4.47784444299404
3.4546740062685,4.44468210077719
3.48868002182087,4.41968089816418
3.52409997243698,4.36431648372077
3.55889616147972,4.30171600540598
3.59286198999479,4.23574204900058
3.626284923197,4.17549243405201
3.65801886704752,4.11886781087088
3.6928125274051,4.04115399863706
3.72447265988103,3.9741151479316
3.75508664749049,3.92504123798341
3.78690371248644,3.86846264178738
3.81603865414521,3.83543549771796
3.84758264843228,3.78091789670496
3.87838545892824,3.71369266394796
3.91296201908123,3.63334085599376
3.94664095032805,3.56792904296421
3.97749798195612,3.51723643096101
4.0115337973806,3.4545978502878
4.04616474108221,3.38709853576787
4.08200464229034,3.31957770635884
4.11573960662413,3.26676570788976
4.14585619021158,3.24206325185853
4.17888902564573,3.19406125620533
4.20776311876525,3.16233065323113
4.236621309741,3.14238474798396
4.26380450363844,3.12014350922061
4.29060317201059,3.10396147730834
4.31728815829312,3.09531144649236
4.34448527018699,3.08166063300877
4.36834582801083,3.07535957515144
4.39230233245862,3.07284043007219
4.41547073107071,3.07375595026224
4.43837458874941,3.06938314964126
4.46174648551841,3.06308578737518
4.48404971502102,3.07085860575363
4.50681846479941,3.07628937862301
4.53010260902229,3.07638169981592
4.55277840476058,3.07395333055514
4.57452337742015,3.07288238450973
4.59541640960359,3.07533994264898
4.61643490499904,3.07835425592646
4.63774581782876,3.08107003487979
4.65668411945101,3.08468243351844
4.67730128113674,3.08415658864869
4.69594765327407,3.08960216467469
4.71580089523289,3.10106874837363
4.73563590363274,3.10825296788161
4.75470062390775,3.11756071606701
4.77404293597409,3.13397059391567
4.79250158383283,3.15575834572581
4.81136489076143,3.17594786331668
4.82963555417215,3.18790754758348
4.84750046814193,3.19919552777824
4.86402838331995,3.21218506268912
4.88090010907831,3.23387088134699
4.89802032541791,3.25570121427744
4.91532011984516,3.27578139369462
4.93132587078869,3.30222130216183
4.94734986189892,3.33623832652837
4.96352874473875,3.35744535816021
4.9802212764589,3.37033042162786
4.99639726050917,3.39949109973067
5.01215184796084,3.41519554582955
5.02794950405116,3.42777677504239
5.04395073252936,3.45100140155673
5.0602151147181,3.4655063901017
5.07617940185993,3.47097487340346
5.09118682590701,3.48919290077358
5.10665674287013,3.49804258439891
5.12230898730931,3.51074900676711
5.13780236713419,3.51525560751311
5.15355708943261,3.52266416589324
5.16885348525896,3.52918995283428
5.1843818691916,3.53476674816352
5.20032135337116,3.53608218630453
5.21651528372958,3.5414955522599
5.23209566298481,3.54605548949431
5.24774490841494,3.55198220986247
5.26327860159586,3.55343508509422
5.2788089464713,3.54812080260391
5.29362424307155,3.54826873409772
5.30961198165914,3.546160693228
5.3249883104343,3.54172009574475
5.34034771413384,3.54038337226348
5.35600868436761,3.53518755964646
5.37131722112128,3.53263440251561
5.38657419274628,3.52950922414007
5.40161139848362,3.52853872366539
5.41619768287762,3.52822506172276
5.43180849604258,3.52075296813463
5.44705529308176,3.51345208710036
5.46270769985255,3.51310902579209
5.47786952254733,3.51335505411897
5.49243949133748,3.51138507559512
5.50779824765875,3.50742667380755
5.52248313134134,3.50529157882502
5.5373508766807,3.50145051717344
5.55251997013078,3.49489556233687
5.56783574017277,3.48615746149615
5.584394059518,3.4761710226178
5.60002024637125,3.46915378170054
5.61474527286473,3.46225535315678
5.63084137816635,3.45324095956369
5.64557786753936,3.44876841903651
5.66027592530143,3.440155887941
5.67572579875404,3.42847407672
5.69109471970304,3.42166650909515
5.70624948027472,3.41357603907419
5.72107336821299,3.40399703834448
5.73490838629276,3.39697640148762
5.74914969293266,3.39259861139559
5.76452278268907,3.38284430561957
5.77831237302623,3.37869568651971
5.79217736920333,3.37270290304416
5.80617325508078,3.36602279557666
5.82063422840443,3.35822905589519
5.83471866597126,3.34947352885703
5.84979790201013,3.34290843514664
5.86413771805657,3.33582666772428
5.8787820608951,3.32687825429787
5.8935090284969,3.32030165065557
5.90746553761465,3.3124569246749
5.92105464577449,3.30559611889463
5.93507085449478,3.29921135463496
5.94976018931033,3.29059163202527
5.96386208570533,3.28170988833255
5.97781169119236,3.27222156349551
5.99181772633378,3.26192964634704
6.00652402640913,3.25047212058839
6.01978808306783,3.24365959600038
6.03427874478056,3.23460420108297
6.0485304557854,3.22432418282972
6.06205339350982,3.21680102066591
6.07501035003158,3.21165107055076
6.08851964015761,3.20368699485845
6.10199101933415,3.19402195502008
6.11576727000095,3.18522833419059
6.12923227901389,3.17665660104825
6.14298782701718,3.16808177015715
6.15631003839699,3.16028642205842
6.16943124263585,3.1549810210321
6.18349924774137,3.1452289683581
6.19665195901561,3.13970797696892
6.21058269074674,3.12984146393513
6.2244789466004,3.12044869352755
6.2378027184725,3.11283511976574
6.25117717278806,3.10459254269463
6.26524813529132,3.09508691107987
6.27941202982575,3.08606210300098
6.29255768426529,3.0794059241353
6.3058597665155,3.0736406445221
6.31921428854048,3.06548745381886
6.33245643445796,3.05885171687197
6.34543310878583,3.05221919751434
6.35902269015757,3.04244242492349
6.37188531325196,3.03568994652547
6.38563031397852,3.02742457684479
6.39911849181,3.01885298763137
6.41256802117718,3.01120459381922
6.42605335780114,3.00359903743685
6.43921277249336,2.9966680771974
6.45254903123609,2.9890222344133
6.46615355470913,2.98186114529418
6.48075674652195,2.97173847059034
6.49442577147063,2.96412051706795
6.50811365510688,2.95532272445346
6.52217358658576,2.94701740918773
6.53682567098691,2.93722694674252
6.55148139429644,2.92833069835592
6.565993683208,2.91960065859796
6.57994577164698,2.91161847552176
6.59457376103364,2.90389647223108
6.608998504241,2.89512346363971
6.62333398635177,2.88680059045267
6.63809183405433,2.87801386134791
6.65312048235229,2.86822359286625
6.6670563706486,2.86030508969718
6.68221864448152,2.85067675552966
6.69687469637174,2.84291663932073
6.71203835319414,2.83290016874033
6.72785010278754,2.82176434961214
6.74341448578681,2.8105846943524
6.75902922714363,2.80090435079374
6.77535960121888,2.79009672029746
6.79112425486379,2.77951165125782
6.80748264976392,2.7690287257008
6.82429527027247,2.75812124996496
6.84163124535843,2.74462270500345
6.85883072469025,2.732511268689
6.87669294646143,2.72048230471878
6.89445781885697,2.70821140209255
6.91247080523372,2.69526074812354
6.93111880361434,2.68191099533596
6.94994228774886,2.66761812256269
6.96944003987018,2.65279371510317
6.99003453378926,2.63681037579703
7.01062586918987,2.62016807596045
7.03075337971407,2.60522943809367
7.05113966518115,2.59063420970311
7.07102086641956,2.57682485855057
7.09104900662442,2.563075425822
7.11094199668708,2.54926790826151
7.13290568161539,2.5334658113008
7.15424402755392,2.51887743065131
7.175975522086,2.50356897513164
7.19623457697086,2.49017673761273
7.21739039528781,2.47566779199921
7.23971751636007,2.4595531005627
7.26223000835947,2.44444412529883
7.28541083913409,2.42875473622111
7.3100118596967,2.41162031496358
7.33305970805185,2.3955078874696
7.35766836428678,2.37816801054792
7.38276760812365,2.36125999038086
7.40694077468334,2.3453857108402
7.43250675529591,2.32876474962096
7.46027946658833,2.30965424805131
7.48628711907703,2.29365750500901
7.51292258071381,2.2774490798481
7.54289555331762,2.25874992579864
7.57342989017518,2.23831106122487
7.60341223895193,2.22013639794395
7.6346161723467,2.20041119479184
7.66453474151332,2.18152607001202
7.6959847898784,2.16280744634181
7.72821490496829,2.14418734221145
7.76160594325073,2.12388940789983
7.79588789974464,2.10347266905986
7.83162851693258,2.08283752001096
7.86780355191445,2.06131620607324
7.90672401880168,2.0395393988708
7.94572018087175,2.01797705059929
7.98318101999954,1.99800805116814
8.02367638128117,1.97637602120969
8.06575630288275,1.95450280311384
8.11020974747242,1.93129930189669
8.15711373089703,1.90704999343532
8.20559826081983,1.88275296426747
8.2544629216312,1.85846017418578
8.30466935199805,1.8343105773908
8.35724170165007,1.80984129548429
